Case and Offense,Case Number,Reported Date,Nature Of Call,From Date,Offense,Description,Block Address,City,State,Beat,Division,Council District,Attempt Complete,Location Type,Location Description,Location
190020190-90E,190020190,03/08/2019,PUBLIC INTOXICATION,03/08/2019 06:40:00 PM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,7300 BEATY ST,FORT WORTH,TX,H14,East,5,C,13,13 HIGHWAY/ROAD/ALLEY,"(32.73942019919859, -97.20231044916575)"
190019965-90E,190019965,03/08/2019,PUBLIC INTOXICATION,03/08/2019 03:49:00 AM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,2200 QUEEN ST,FORT WORTH,TX,G13,East,8,C,13,13 HIGHWAY/ROAD/ALLEY,"(32.746487652977535, -97.24884064069283)"
190019942-90E,190019942,03/08/2019,PUBLIC INTOXICATION,03/08/2019 12:32:00 AM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,900 FOCH ST,FORT WORTH,TX,K12,,,C,18,18 PARKING LOT/GARAGE,"(32.750109143952685, -97.35663223515557)"
190019942-35A,190019942,03/08/2019,PUBLIC INTOXICATION,03/08/2019 12:32:00 AM,35A,HSC 481.121(B)(1) Poss Marij <=2OZ 35A DRUG/NARCOT,900 FOCH ST,FORT WORTH,TX,K12,,,C,18,18 PARKING LOT/GARAGE,"(32.750109143952685, -97.35663223515557)"
190019837-90E,190019837,03/07/2019,PUBLIC INTOXICATION,03/07/2019 04:58:00 PM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,4300 CARTER PARK DR,FORT WORTH,TX,I15,South,8,C,50,50 PARK/PLAYGROUND,"(32.68401218205115, -97.306212202791)"
190019738-90E,190019738,03/07/2019,PUBLIC INTOXICATION,03/07/2019 11:03:23 AM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,900 W WEATHERFORD ST,FORT WORTH,TX,A16,,,C,21,21 RESTAURANT,"(32.754237685283094, -97.33903705304907)"
190019607-90E,190019607,03/06/2019,PUBLIC INTOXICATION,03/06/2019 09:30:00 PM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,100 E EXCHANGE AVE,FORT WORTH,TX,C11,,,C,14,14 HOTEL/MOTEL/ETC.,"(32.78883504268932, -97.34849550485004)"
190019300-90E,190019300,03/05/2019,PUBLIC INTOXICATION,03/05/2019 07:35:00 PM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,1300 E LANCASTER AVE,FORT WORTH,TX,B12,,,C,54,54 SHELTER-MISSION/HOMELESS,"(32.74623052100652, -97.31576032982986)"
190019071-90E,190019071,03/05/2019,PUBLIC INTOXICATION,03/05/2019 02:33:10 AM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,5400 KILPATRICK AVE,FORT WORTH,TX,K16,,,C,25,25 OTHER/UNKNOWN,"(32.72264155693192, -97.40281143137932)"
190019066-90Z,190019066,03/05/2019,PUBLIC INTOXICATION,03/05/2019 12:54:40 AM,90Z,PC 38.03(A) Resisting Arr/Search/Transport 90Z ALL,2800 BLEDSOE ST,FORT WORTH,TX,K12,,,C,18,18 PARKING LOT/GARAGE,"(32.74833915495575, -97.35664503630622)"
190019066-90E,190019066,03/05/2019,PUBLIC INTOXICATION,03/05/2019 12:54:40 AM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,2800 BLEDSOE ST,FORT WORTH,TX,K12,,,C,3,03 BAR/NIGHT CLUB,"(32.74833915495575, -97.35664503630622)"
190019066-13B,190019066,03/05/2019,PUBLIC INTOXICATION,03/05/2019 12:54:40 AM,13B,PC 22.01(B)(1) Assault Pub Servant 13B SIMPLE ASSA,2800 BLEDSOE ST,FORT WORTH,TX,K12,,,C,18,18 PARKING LOT/GARAGE,"(32.74833915495575, -97.35664503630622)"
190019056-90E,190019056,03/05/2019,PUBLIC INTOXICATION,03/04/2019 11:53:50 PM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,1100 E NORTHSIDE DR,FORT WORTH,TX,A11,Central,9,C,13,13 HIGHWAY/ROAD/ALLEY,"(32.77935258292617, -97.33323505958026)"
190018989-90E,190018989,03/04/2019,PUBLIC INTOXICATION,03/04/2019 05:26:43 PM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,2100 BELLE AVE,FORT WORTH,TX,D11,,,C,18,18 PARKING LOT/GARAGE,"(32.787077316279614, -97.37485737742784)"
190018779-90E,190018779,03/04/2019,PUBLIC INTOXICATION,03/04/2019 02:00:20 AM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,900 FOCH ST,FORT WORTH,TX,K12,,,C,3,03 BAR/NIGHT CLUB,"(32.7497210212389, -97.35650738856046)"
190018767-90E,190018767,03/04/2019,PUBLIC INTOXICATION,03/04/2019 12:01:00 AM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,1700 E ROBERT ST,FORT WORTH,TX,B17,Central,8,C,20,20 RESIDENCE/HOME,"(32.71487469860845, -97.30204643099125)"
190018600-90E,190018600,03/03/2019,PUBLIC INTOXICATION,03/03/2019 03:52:18 AM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,2000 AVE C,FORT WORTH,TX,B17,,,C,20,20 RESIDENCE/HOME,"(32.73406809541487, -97.30056239669945)"
190018582-90E,190018582,03/03/2019,PUBLIC INTOXICATION,03/02/2019 09:06:00 PM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,1000 NORWOOD ST,FORT WORTH,TX,K12,,,C,3,03 BAR/NIGHT CLUB,"(32.74923490154505, -97.36028891047863)"
190018580-90E,190018580,03/03/2019,PUBLIC INTOXICATION,03/03/2019 02:09:30 AM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,3300 CHERRY LN,FORT WORTH,TX,L12,,,C,18,18 PARKING LOT/GARAGE,"(32.724703320457465, -97.45086607402516)"
190018574-90E,190018574,03/03/2019,PUBLIC INTOXICATION,03/03/2019 02:31:00 AM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,800 FOCH ST,FORT WORTH,TX,K12,,,C,13,13 HIGHWAY/ROAD/ALLEY,"(32.75108587770142, -97.35661647926418)"
190018566-90E,190018566,03/03/2019,PUBLIC INTOXICATION,03/03/2019 01:57:21 AM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,900 FOCH ST,FORT WORTH,TX,K12,,,C,3,03 BAR/NIGHT CLUB,"(32.7497210212389, -97.35650738856046)"
190018538-90E,190018538,03/02/2019,PUBLIC INTOXICATION,03/02/2019 11:00:00 PM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,1100 NE 36TH ST,FORT WORTH,TX,C14,Northwest,2,C,20,20 RESIDENCE/HOME,"(32.810408183560135, -97.3406417280622)"
190018330-90E,190018330,03/02/2019,PUBLIC INTOXICATION,03/02/2019 02:00:27 AM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,2700 RACE ST,FORT WORTH,TX,A12,Central,9,C,3,03 BAR/NIGHT CLUB,"(32.773193147937015, -97.30702432199958)"
190018328-90E,190018328,03/02/2019,PUBLIC INTOXICATION,03/02/2019 02:27:15 AM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,3000 MORTON ST,FORT WORTH,TX,K12,West,9,C,13,13 HIGHWAY/ROAD/ALLEY,"(32.74920762642127, -97.36027305712916)"
190018325-90Z,190018325,03/02/2019,PUBLIC INTOXICATION,03/02/2019 02:47:00 AM,90Z,PC 38.03(A) Resisting Arr/Search/Transport 90Z ALL,2900 W 7TH ST,FORT WORTH,TX,K12,,,C,13,13 HIGHWAY/ROAD/ALLEY,"(32.751194630008285, -97.35842045272925)"
190018325-90E,190018325,03/02/2019,PUBLIC INTOXICATION,03/02/2019 02:47:00 AM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,2900 W 7TH ST,FORT WORTH,TX,K12,,,C,13,13 HIGHWAY/ROAD/ALLEY,"(32.751194630008285, -97.35842045272925)"
190018324-90E,190018324,03/02/2019,PUBLIC INTOXICATION,03/02/2019 02:21:00 AM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,1000 NORWOOD ST,FORT WORTH,TX,K12,,,C,3,03 BAR/NIGHT CLUB,"(32.749198347435495, -97.36015911384956)"
190018321-90E,190018321,03/02/2019,PUBLIC INTOXICATION,03/02/2019 01:42:00 AM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,2600 E LANCASTER AVE EB,FORT WORTH,TX,G11,,,C,3,03 BAR/NIGHT CLUB,"(32.743260379710186, -97.28876158080571)"
190018318-90E,190018318,03/02/2019,PUBLIC INTOXICATION,03/02/2019 01:25:00 AM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,100 E EXCHANGE AVE,FORT WORTH,TX,C11,,,C,13,13 HIGHWAY/ROAD/ALLEY,"(32.78884013680913, -97.34900016752344)"
190018317-90E,190018317,03/02/2019,PUBLIC INTOXICATION,03/02/2019 01:40:42 AM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,5700 LOCKE AVE,FORT WORTH,TX,L12,,,C,13,13 HIGHWAY/ROAD/ALLEY,"(32.73218612033898, -97.40796448978818)"
190018314-90E,190018314,03/02/2019,PUBLIC INTOXICATION,03/02/2019 01:29:00 AM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,2800 MORTON ST,FORT WORTH,TX,K12,West,9,C,18,18 PARKING LOT/GARAGE,"(32.74927504725717, -97.35663298239825)"
190018308-90E,190018308,03/02/2019,PUBLIC INTOXICATION,03/02/2019 12:42:08 AM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,3000 MORTON ST,FORT WORTH,TX,K12,,,C,3,03 BAR/NIGHT CLUB,"(32.749207835880206, -97.36034314578659)"
190018242-90E,190018242,03/01/2019,PUBLIC INTOXICATION,03/01/2019 07:31:21 PM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,3600 HOWARD ST,FORT WORTH,TX,I14,,,C,20,20 RESIDENCE/HOME,"(32.69623096996226, -97.27124931709426)"
190018237-90Z,190018237,03/01/2019,PUBLIC INTOXICATION,03/01/2019 12:00:00 AM,90Z,PC 38.03(A) Resisting Arr/Search/Transport 90Z ALL,12200 TRINITY BLVD,FORT WORTH,TX,H16,East,5,C,13,13 HIGHWAY/ROAD/ALLEY,"(32.81614547363199, -97.1022636906875)"
190018237-90E,190018237,03/01/2019,PUBLIC INTOXICATION,03/01/2019 12:00:00 AM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,12200 TRINITY BLVD,FORT WORTH,TX,H16,East,5,C,13,13 HIGHWAY/ROAD/ALLEY,"(32.81614547363199, -97.1022636906875)"
190017986-90E,190017986,03/01/2019,PUBLIC INTOXICATION,02/28/2019 10:58:00 PM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,5700 OVERTON RIDGE BLVD,FORT WORTH,TX,K19,West,6,C,12,12 GROCERY/SUPERMARKET,"(32.67594419851792, -97.41330019170447)"
190017985-90E,190017985,02/28/2019,PUBLIC INTOXICATION,02/28/2019 11:15:00 PM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,900 FOCH ST,FORT WORTH,TX,K12,West,9,C,18,18 PARKING LOT/GARAGE,"(32.7498441132698, -97.35650571639114)"
190017977-90E,190017977,02/28/2019,PUBLIC INTOXICATION,02/28/2019 09:57:35 PM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,4000 POST OAK BLVD,FORT WORTH,TX,H17,,5,C,18,18 PARKING LOT/GARAGE,"(32.821666447688564, -97.0670160989421)"
190017966-90G,190017966,02/28/2019,PUBLIC INTOXICATION,02/28/2019 09:59:00 PM,90G,GC 133 Misrepresentation of Age - Minor 90G LIQUOR,3000 BLEDSOE ST,FORT WORTH,TX,K12,West,9,C,13,13 HIGHWAY/ROAD/ALLEY,"(32.74838751946538, -97.36040657506226)"
190017966-90E,190017966,02/28/2019,PUBLIC INTOXICATION,02/28/2019 09:59:00 PM,90E,GC 134 Public Intoxication - Minor 90E DRUNKENNESS,3000 BLEDSOE ST,FORT WORTH,TX,K12,West,9,C,13,13 HIGHWAY/ROAD/ALLEY,"(32.74838751946538, -97.36040657506226)"
190017934-90E,190017934,02/28/2019,PUBLIC INTOXICATION,02/28/2019 07:35:00 PM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,2600 MALL CIR,FORT WORTH,TX,L11,,,C,1,01 AIR/BUS/TRAIN TERMINAL,"(32.739047165318354, -97.43464810689822)"
190017918-90E,190017918,02/28/2019,PUBLIC INTOXICATION,02/28/2019 06:45:50 PM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,8700 N NORMANDALE ST,FORT WORTH,TX,L16,,,C,18,18 PARKING LOT/GARAGE,"(32.73123429662148, -97.46916605458435)"
190017631-90E,190017631,02/28/2019,PUBLIC INTOXICATION,02/28/2019 02:02:12 AM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,7200 CAMP BOWIE WEST BLVD EB,FORT WORTH,TX,L13,,,C,3,03 BAR/NIGHT CLUB,"(32.721882933504745, -97.44142540849275)"
190017498-90Z,190017498,02/27/2019,PUBLIC INTOXICATION,02/27/2019 03:44:00 PM,90Z,PC 38.03(A) Resisting Arr/Search/Transport 90Z ALL,8900 RANDOL MILL RD,FORT WORTH,TX,H12,East,5,C,20,20 RESIDENCE/HOME,"(32.76303687288864, -97.16192386022395)"
190017498-90E,190017498,02/27/2019,PUBLIC INTOXICATION,02/27/2019 03:44:00 PM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,8900 RANDOL MILL RD,FORT WORTH,TX,H12,East,5,C,20,20 RESIDENCE/HOME,"(32.76303687288864, -97.16192386022395)"
190017498-13C,190017498,02/27/2019,PUBLIC INTOXICATION,02/27/2019 03:44:00 PM,13C,PC 36.061 Obstruct Retaliation 13C INTIMIDATION 13,8900 RANDOL MILL RD,FORT WORTH,TX,H12,East,5,C,20,20 RESIDENCE/HOME,"(32.76303687288864, -97.16192386022395)"
190017228-90E,190017228,02/26/2019,PUBLIC INTOXICATION,02/26/2019 06:23:00 PM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,1100 W MAGNOLIA AVE,FORT WORTH,TX,B14,,,C,13,13 HIGHWAY/ROAD/ALLEY,"(32.730581209770705, -97.33682980378467)"
190016943-90E,190016943,02/25/2019,PUBLIC INTOXICATION,02/25/2019 09:56:52 PM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,1300 ZANNA GRACE WAY,FORT WORTH,TX,F15,North,7,C,20,20 RESIDENCE/HOME,"(32.99132246431466, -97.38828942847844)"
190016906-90E,190016906,02/25/2019,PUBLIC INTOXICATION,02/25/2019 08:14:00 PM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,4600 WEST FWY,FORT WORTH,TX,K14,West,7,C,24,24 SPECIALTY STORE,"(32.73277912824748, -97.38800585649459)"
190016644-90E,190016644,02/25/2019,PUBLIC INTOXICATION,02/25/2019 01:26:05 AM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,2500 JACKSBORO HWY NB,FORT WORTH,TX,D11,,,C,3,03 BAR/NIGHT CLUB,"(32.78798423402954, -97.38608176185973)"
190016625-90E,190016625,02/24/2019,PUBLIC INTOXICATION,02/24/2019 10:52:00 PM,90E,GC 134 Public Intoxication - Minor 90E DRUNKENNESS,1500 N MAIN ST,FORT WORTH,TX,C16,Northwest,2,C,3,03 BAR/NIGHT CLUB,"(32.7799067621979, -97.34825559746578)"
190016625-35A,190016625,02/24/2019,PUBLIC INTOXICATION,02/24/2019 10:52:00 PM,35A,HSC 481.115(C) Poss CS PG 1 >=1G<4G 35A DRUG/NARCO,1500 N MAIN ST,FORT WORTH,TX,C16,Northwest,2,C,3,03 BAR/NIGHT CLUB,"(32.7799067621979, -97.34825559746578)"
190016616-90E,190016616,02/25/2019,PUBLIC INTOXICATION,02/24/2019 10:30:00 PM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,2900 MT VERNON AVE,FORT WORTH,TX,G11,,,C,13,13 HIGHWAY/ROAD/ALLEY,"(32.74181769505414, -97.28378376708103)"
190016610-90E,190016610,02/24/2019,PUBLIC INTOXICATION,02/24/2019 09:48:15 PM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,800 N HENDERSON ST,FORT WORTH,TX,A11,,,C,13,13 HIGHWAY/ROAD/ALLEY,"(32.75973917120091, -97.34430264717096)"
190016464-90E,190016464,02/24/2019,PUBLIC INTOXICATION,02/24/2019 09:00:00 AM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,2500 NE 28TH ST WB,FORT WORTH,TX,C12,,,C,7,07 CONVENIENCE STORE,"(32.79528360999667, -97.3258066446827)"
190016440-90E,190016440,02/24/2019,PUBLIC INTOXICATION,02/24/2019 04:13:00 AM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,3500 ROCK ISLAND ST,FORT WORTH,TX,D12,Northwest,2,C,13,13 HIGHWAY/ROAD/ALLEY,"(32.81034410454356, -97.37783483795461)"
190016427-90E,190016427,02/24/2019,PUBLIC INTOXICATION,02/24/2019 04:12:01 AM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,2300 PARK HILL DR,FORT WORTH,TX,K11,,,C,13,13 HIGHWAY/ROAD/ALLEY,"(32.71598181487847, -97.35090085009823)"
190016414-90E,190016414,02/24/2019,PUBLIC INTOXICATION,02/24/2019 02:50:11 AM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,2900 BLEDSOE ST,FORT WORTH,TX,K12,,,C,13,13 HIGHWAY/ROAD/ALLEY,"(32.74836278879819, -97.35846873362948)"
190016413-90E,190016413,02/24/2019,PUBLIC INTOXICATION,02/24/2019 02:46:48 AM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,3000 BLEDSOE ST,FORT WORTH,TX,K12,,,C,13,13 HIGHWAY/ROAD/ALLEY,"(32.74838751946538, -97.36040657506226)"
190016413-35A,190016413,02/24/2019,PUBLIC INTOXICATION,02/24/2019 02:46:48 AM,35A,HSC 481.115(C) Poss CS PG 1 >=1G<4G 35A DRUG/NARCO,3000 BLEDSOE ST,FORT WORTH,TX,K12,,,C,13,13 HIGHWAY/ROAD/ALLEY,"(32.74838751946538, -97.36040657506226)"
190016401-90E,190016401,02/24/2019,PUBLIC INTOXICATION,02/24/2019 01:48:17 AM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,200 W EXCHANGE AVE,FORT WORTH,TX,C13,,,C,3,03 BAR/NIGHT CLUB,"(32.78895700177911, -97.35042378429345)"
190016400-90E,190016400,02/24/2019,PUBLIC INTOXICATION,02/24/2019 12:08:00 AM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,2800 MORTON ST,FORT WORTH,TX,K12,,,C,3,03 BAR/NIGHT CLUB,"(32.74927913001283, -97.3569478915648)"
190016399-90E,190016399,02/24/2019,PUBLIC INTOXICATION,02/24/2019 12:00:00 AM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,2400 S CAMPUS CT,FORT WORTH,TX,I17,,,A,3,03 BAR/NIGHT CLUB,"(32.66356124632745, -97.2988720438356)"
190016397-90E,190016397,02/24/2019,PUBLIC INTOXICATION,02/24/2019 01:05:58 AM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,1300 PENNSYLVANIA AVE,FORT WORTH,TX,B11,Central,9,C,9,09 DRUG STORE/DOCTOR'S OFFICE/HOSPITAL,"(32.738526650414045, -97.33934914830031)"
190016391-90E,190016391,02/24/2019,PUBLIC INTOXICATION,02/24/2019 12:37:00 AM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,2500 JACKSBORO HWY NB,FORT WORTH,TX,D11,,,C,3,03 BAR/NIGHT CLUB,"(32.78798423402954, -97.38608176185973)"
190016390-90E,190016390,02/24/2019,PUBLIC INTOXICATION,02/23/2019 09:52:11 PM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,2500 JACKSBORO HWY NB,FORT WORTH,TX,D11,,,C,3,03 BAR/NIGHT CLUB,"(32.78798423402954, -97.38608176185973)"
190016357-90E,190016357,02/24/2019,PUBLIC INTOXICATION,02/23/2019 10:52:34 PM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,100 E EXCHANGE AVE,FORT WORTH,TX,C11,,,C,3,03 BAR/NIGHT CLUB,"(32.78884013680913, -97.34900016752344)"
190016353-90E,190016353,02/23/2019,PUBLIC INTOXICATION,02/23/2019 10:40:00 PM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,2800 BLEDSOE ST,FORT WORTH,TX,K12,,,C,25,25 OTHER/UNKNOWN,"(32.74833915495575, -97.35664503630622)"
190016353-13B,190016353,02/23/2019,PUBLIC INTOXICATION,02/23/2019 10:40:00 PM,13B,GC 088 Assault by Offensive Contact or Threat 13B,2800 BLEDSOE ST,FORT WORTH,TX,K12,,,C,3,03 BAR/NIGHT CLUB,"(32.74833915495575, -97.35664503630622)"
190016317-90E,190016317,02/23/2019,PUBLIC INTOXICATION,02/23/2019 08:47:00 PM,90E,GC 134 Public Intoxication - Minor 90E DRUNKENNESS,3200 ROGERS AVE,FORT WORTH,TX,K15,West,9,C,13,13 HIGHWAY/ROAD/ALLEY,"(32.7034434556626, -97.36162221313326)"
190016229-90E,190016229,02/23/2019,PUBLIC INTOXICATION,02/23/2019 01:58:39 PM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,6100 E MASTERS DR,FORT WORTH,TX,E11,North,4,C,18,18 PARKING LOT/GARAGE,"(32.855237484522505, -97.29039809928923)"
190016135-90E,190016135,02/23/2019,PUBLIC INTOXICATION,02/23/2019 03:48:00 AM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,1700 EAST FWY,FORT WORTH,TX,A14,Central,8,C,13,13 HIGHWAY/ROAD/ALLEY,"(32.74818804011915, -97.30452107982856)"
190016121-90E,190016121,02/23/2019,PUBLIC INTOXICATION,02/23/2019 02:32:58 AM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,1000 FOCH ST,FORT WORTH,TX,K12,,,C,3,03 BAR/NIGHT CLUB,"(32.74919189098922, -97.35664467462463)"
190016118-90E,190016118,02/23/2019,PUBLIC INTOXICATION,02/23/2019 02:14:00 AM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,1000 FOCH ST,FORT WORTH,TX,K12,,,C,13,13 HIGHWAY/ROAD/ALLEY,"(32.74919189098922, -97.35664467462463)"
190016116-90E,190016116,02/23/2019,PUBLIC INTOXICATION,02/23/2019 02:27:00 AM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,1000 NORWOOD ST,FORT WORTH,TX,K12,West,9,C,13,13 HIGHWAY/ROAD/ALLEY,"(32.749198347435495, -97.36015911384956)"
190016114-90E,190016114,02/23/2019,PUBLIC INTOXICATION,02/23/2019 02:15:00 AM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,900 FOCH STREET,FORT WORTH,TX,K12,,,C,18,18 PARKING LOT/GARAGE,"(32.7497210212389, -97.35650738856046)"
190016109-90E,190016109,02/23/2019,PUBLIC INTOXICATION,02/23/2019 12:22:25 AM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,200 PACE ALSBURY CT,FORT WORTH,TX,I19,,,C,14,14 HOTEL/MOTEL/ETC.,"(32.56665125948269, -97.31726700284776)"
190016108-90E,190016108,02/23/2019,PUBLIC INTOXICATION,02/23/2019 01:20:57 AM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,2500 RODEO PLZ,FORT WORTH,TX,C11,,,C,3,03 BAR/NIGHT CLUB,"(32.7901994394112, -97.34820982562468)"
190016103-90E,190016103,02/23/2019,PUBLIC INTOXICATION,02/23/2019 12:56:26 AM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,1000 NORWOOD ST,FORT WORTH,TX,K12,,,C,3,03 BAR/NIGHT CLUB,"(32.749198347435495, -97.36015911384956)"
190016097-90E,190016097,02/23/2019,PUBLIC INTOXICATION,02/23/2019 12:34:52 AM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,1000 NORWOOD ST,FORT WORTH,TX,K12,West,9,C,13,13 HIGHWAY/ROAD/ALLEY,"(32.749198347435495, -97.36015911384956)"
190016029-90Z,190016029,02/22/2019,PUBLIC INTOXICATION,02/22/2019 08:48:00 PM,90Z,OT WARRANT Out of Town Warrant 90Z ALL OTHER OFFEN,3600 HIGHWAY 157,FORT WORTH,TX,H16,East,5,C,3,03 BAR/NIGHT CLUB,"(32.81504153554719, -97.0998655276811)"
190016029-90E,190016029,02/22/2019,PUBLIC INTOXICATION,02/22/2019 08:48:00 PM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,3600 HIGHWAY 157,FORT WORTH,TX,H16,East,5,C,3,03 BAR/NIGHT CLUB,"(32.81504153554719, -97.0998655276811)"
190015781-90E,190015781,02/22/2019,PUBLIC INTOXICATION,02/22/2019 03:09:59 AM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,4000 W 7TH ST,FORT WORTH,TX,K13,,,C,13,13 HIGHWAY/ROAD/ALLEY,"(32.751468894857254, -97.37860539666407)"
190071287-90E,190071287,08/18/2019,PUBLIC INTOXICATION,08/17/2019 12:53:00 AM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,2900 MORTON ST,FORT WORTH,TX,K12,,,C,13,13 HIGHWAY/ROAD/ALLEY,"(32.749192352376205, -97.3588078603742)"
190071189-90E,190071189,08/17/2019,PUBLIC INTOXICATION,08/17/2019 06:24:21 PM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,200 NW 24TH ST,FORT WORTH,TX,C13,,,C,18,18 PARKING LOT/GARAGE,"(32.78802520807562, -97.35045702080232)"
190071069-90E,190071069,08/17/2019,PUBLIC INTOXICATION,08/17/2019 06:17:59 AM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,2200 RIDGMAR PLZ SB,FORT WORTH,TX,L11,,,C,18,18 PARKING LOT/GARAGE,"(32.738433464343665, -97.42277356138908)"
190071044-90E,190071044,08/17/2019,PUBLIC INTOXICATION,08/17/2019 03:47:00 AM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,2700 RACE ST,FORT WORTH,TX,A12,Central,9,C,3,03 BAR/NIGHT CLUB,"(32.773193147937015, -97.30702432199958)"
190071044-35B,190071044,08/17/2019,PUBLIC INTOXICATION,08/17/2019 03:47:00 AM,35B,GC 084 Possession of Drug Paraphenalia 35B DRUG EQ,2700 RACE ST,FORT WORTH,TX,A12,Central,9,C,3,03 BAR/NIGHT CLUB,"(32.773193147937015, -97.30702432199958)"
190071037-90Z,190071037,08/17/2019,PUBLIC INTOXICATION,08/17/2019 03:14:00 AM,90Z,PC 38.04(A) Evading Arrest Dention 90Z ALL OTHER O,900 CURRIE ST,FORT WORTH,TX,K12,West,9,C,3,03 BAR/NIGHT CLUB,"(32.75006044399397, -97.35844757480761)"
190071037-90E,190071037,08/17/2019,PUBLIC INTOXICATION,08/17/2019 03:14:00 AM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,900 CURRIE ST,FORT WORTH,TX,K12,West,9,C,3,03 BAR/NIGHT CLUB,"(32.75006044399397, -97.35844757480761)"
190071016-90E,190071016,08/17/2019,PUBLIC INTOXICATION,08/17/2019 01:22:29 AM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,1000 NORWOOD ST,FORT WORTH,TX,K12,,,C,3,03 BAR/NIGHT CLUB,"(32.749198347435495, -97.36015911384956)"
